gate,svd_dim,model,sensor,sensor_family__previous,n_cal__previous,alpha__previous,order_statistic_rank__previous,threshold__previous,null_median__previous,null_max__previous,rule__previous,sensor_family__corrected,n_cal__corrected,alpha__corrected,order_statistic_rank__corrected,threshold__corrected,null_median__corrected,null_max__corrected,rule__corrected,delta
gate5a_id_unsw,8,qsvc_z_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.375,0.0,0.75,fire if value > threshold,feature,200,0.05,191,0.375,0.0,0.75,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.091268379993211,0.0,0.133523652759689,fire if value > threshold,feature,200,0.05,191,0.091268379993211,0.0,0.133523652759689,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0037156696175126,0.000311544640691,0.0083629472421304,fire if value > threshold,prediction,200,0.05,191,0.0037156696175126,0.000311544640691,0.0083629472421304,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0859375,0.0234375,0.125,fire if value > threshold,prediction,200,0.05,191,0.0859375,0.0234375,0.125,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_z_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1075012137695659,0.0846273604422511,0.1251157846622716,fire if value > threshold,prediction,200,0.05,191,0.1053821506320574,0.08132921071261895,0.1242482509324919,fire if value > threshold,-0.002119063137508495
gate5a_id_unsw,8,qsvc_z_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0158369072008455,0.0040197523977136,0.0257538529125429,fire if value > threshold,joint_outcome,200,0.05,191,0.0158369072008455,0.00401975239771365,0.0257538529125429,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.21875,0.125,0.296875,fire if value > threshold,joint_outcome,200,0.05,191,0.21875,0.125,0.296875,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.063684434662056,0.052903707169311,0.0683900418673029,fire if value > threshold,feature,200,0.05,191,0.062119604103346,0.051846972192186896,0.0675176669820785,fire if value > threshold,-0.001564830558710005
gate5a_id_unsw,8,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.375,0.0,0.75,fire if value > threshold,feature,200,0.05,191,0.375,0.0,0.75,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.091268379993211,0.0,0.133523652759689,fire if value > threshold,feature,200,0.05,191,0.091268379993211,0.0,0.133523652759689,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0041230798048426,0.0007914950838238,0.0084365932779473,fire if value > threshold,prediction,200,0.05,191,0.0041230798048426,0.00079149508382385,0.0084365932779473,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0859375,0.0390625,0.125,fire if value > threshold,prediction,200,0.05,191,0.0859375,0.0390625,0.125,fire if value > threshold,0.0
gate5a_id_unsw,8,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0964405677244709,0.0689687283940776,0.1140757211544116,fire if value > threshold,prediction,200,0.05,191,0.0968535967534621,0.0673984724230833,0.1165420563695654,fire if value > threshold,0.00041302902899119365
gate5a_id_unsw,8,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0159572397317561,0.0059623586293851,0.0288620884622989,fire if value > threshold,joint_outcome,200,0.05,191,0.0159572397317561,0.005962358629385199,0.0288620884622989,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.265625,0.15625,0.328125,fire if value > threshold,joint_outcome,200,0.05,191,0.265625,0.15625,0.328125,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0636844346619057,0.0528364781039734,0.0683900418674605,fire if value > threshold,feature,200,0.05,191,0.062119604103346,0.051846972192186896,0.0675176669820785,fire if value > threshold,-0.0015648305585596947
gate5a_id_unsw,8,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.375,0.0,0.75,fire if value > threshold,feature,200,0.05,191,0.375,0.0,0.75,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0861213021325543,0.0010395153164523,0.1180058343043557,fire if value > threshold,feature,200,0.05,191,0.0861213021325543,0.0010395153164523,0.1180058343043557,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,8,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.006882683075298,0.0011724556385848,0.0122694249423445,fire if value > threshold,prediction,200,0.05,191,0.006882683075298,0.0011724556385848,0.0122694249423445,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.1171875,0.046875,0.15625,fire if value > threshold,prediction,200,0.05,191,0.1171875,0.046875,0.15625,fire if value > threshold,0.0
gate5a_id_unsw,8,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1060384343899955,0.0779319440362193,0.1273587663542982,fire if value > threshold,prediction,200,0.05,191,0.1044760737783628,0.0773969190862919,0.1273587663684525,fire if value > threshold,-0.0015623606116327016
gate5a_id_unsw,8,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0186968670719877,0.0044860454384656,0.0311487700301694,fire if value > threshold,joint_outcome,200,0.05,191,0.0186968670719877,0.0044860454384656,0.0311487700301694,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.28125,0.140625,0.34375,fire if value > threshold,joint_outcome,200,0.05,191,0.28125,0.140625,0.34375,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0576711816704905,0.0469891927494737,0.0612982713005526,fire if value > threshold,feature,200,0.05,191,0.0565989356226655,0.045710154771386596,0.0603401840894444,fire if value > threshold,-0.0010722460478249998
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0871633190799839,0.0,0.1279513132609132,fire if value > threshold,feature,200,0.05,191,0.0871633190799839,0.0,0.1279513132609132,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0062141642126546,0.000780349876536,0.0143833889159215,fire if value > threshold,prediction,200,0.05,191,0.0062141642126546,0.000780349876536,0.0143833889159215,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.109375,0.0390625,0.1640625,fire if value > threshold,prediction,200,0.05,191,0.109375,0.0390625,0.1640625,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1140186655848446,0.0851267035407262,0.1439843108548091,fire if value > threshold,prediction,200,0.05,191,0.1115258231969181,0.08352125141880934,0.1439843108674116,fire if value > threshold,-0.0024928423879264916
gate5a_id_unsw,10,qsvc_pauli_xyz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0152385579494042,0.0028798242206656,0.0262205898321223,fire if value > threshold,joint_outcome,200,0.05,191,0.0152385579494042,0.0028798242206656997,0.0262205898321223,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.203125,0.109375,0.265625,fire if value > threshold,joint_outcome,200,0.05,191,0.203125,0.109375,0.265625,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0576711816704905,0.0469891927494737,0.0612982713005526,fire if value > threshold,feature,200,0.05,191,0.0565989356226655,0.045710154771386596,0.0603401840894444,fire if value > threshold,-0.0010722460478249998
gate5a_id_unsw,10,qsvc_z_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0871633190799839,0.0,0.1279513132609132,fire if value > threshold,feature,200,0.05,191,0.0871633190799839,0.0,0.1279513132609132,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0040783378984358,0.0004894370546792,0.0073166463423858,fire if value > threshold,prediction,200,0.05,191,0.0040783378984358,0.0004894370546792,0.0073166463423858,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.0859375,0.03125,0.1171875,fire if value > threshold,prediction,200,0.05,191,0.0859375,0.03125,0.1171875,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_z_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.118107725996446,0.0855818305077683,0.1328753828843427,fire if value > threshold,prediction,200,0.05,191,0.1139201691275137,0.0837284658308861,0.1323908450961519,fire if value > threshold,-0.00418755686893231
gate5a_id_unsw,10,qsvc_z_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0226505999944771,0.0045662727832157,0.0257464646466786,fire if value > threshold,joint_outcome,200,0.05,191,0.0226505999944771,0.004566272783215799,0.0257464646466786,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.1328124999999922,0.328125,fire if value > threshold,joint_outcome,200,0.05,191,0.234375,0.1328124999999922,0.328125,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0576711816704905,0.0469891927494737,0.0612982713005526,fire if value > threshold,feature,200,0.05,191,0.0565989356226655,0.045710154771386596,0.0603401840894444,fire if value > threshold,-0.0010722460478249998
gate5a_id_unsw,10,qsvc_zz_r1,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0871633190799839,0.0,0.1279513132609132,fire if value > threshold,feature,200,0.05,191,0.0871633190799839,0.0,0.1279513132609132,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_pred_jsd,prediction,200,0.05,191,0.0056422198044097,0.0008413472583236,0.014269376604903,fire if value > threshold,prediction,200,0.05,191,0.0056422198044097,0.0008413472583236,0.014269376604903,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.1015625,0.0390625,0.1640625,fire if value > threshold,prediction,200,0.05,191,0.1015625,0.0390625,0.1640625,fire if value > threshold,0.0
gate5a_id_unsw,10,qsvc_zz_r1,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.0914396882613725,0.068371850854303,0.1109831739991572,fire if value > threshold,prediction,200,0.05,191,0.0901007514692798,0.06777196535980085,0.1117564465144552,fire if value > threshold,-0.001338936792092696
gate5a_id_unsw,10,qsvc_zz_r1,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,svc_rbf,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.012902106523353,0.004355226662156,0.0206792429068554,fire if value > threshold,joint_outcome,200,0.05,191,0.012902106523353,0.004355226662156051,0.0206792429068554,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,svc_rbf,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.234375,0.125,0.296875,fire if value > threshold,joint_outcome,200,0.05,191,0.234375,0.125,0.296875,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,svc_rbf,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0576711816704298,0.0469891927497745,0.0612982713006111,fire if value > threshold,feature,200,0.05,191,0.0565989356226655,0.045710154771386596,0.0603401840894444,fire if value > threshold,-0.0010722460477642984
gate5a_id_unsw,10,svc_rbf,integrity_ks_reject05_vs_clean_eval,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,feature,200,0.05,191,0.3,0.0,0.7,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_label_jsd,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,label_marginal,200,0.05,191,0.0030737268215652,0.0004888385244522,0.0079589979174945,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_label_prior_shift,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,label_marginal,200,0.05,191,0.078125,0.03125,0.125,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_mmd_vs_clean_eval,feature,200,0.05,191,0.0861383596472802,0.0144421048283008,0.1106765278220871,fire if value > threshold,feature,200,0.05,191,0.0861383596472802,0.0144421048283008,0.1106765278220871,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_pred_disagreement,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,10,svc_rbf,integrity_pred_jsd,prediction,200,0.05,191,0.007518297927848,0.0009384074444821,0.0117611242807232,fire if value > threshold,prediction,200,0.05,191,0.007518297927848,0.0009384074444821,0.0117611242807232,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_pred_pos_rate_shift,prediction,200,0.05,191,0.1171875,0.0390625,0.1484375,fire if value > threshold,prediction,200,0.05,191,0.1171875,0.0390625,0.1484375,fire if value > threshold,0.0
gate5a_id_unsw,10,svc_rbf,integrity_score_jsd_vs_clean_eval,prediction,200,0.05,191,0.1143336795268423,0.0839974904132402,0.1256300068473217,fire if value > threshold,prediction,200,0.05,191,0.1135300793398449,0.08196346285270831,0.126152180699267,fire if value > threshold,-0.0008036001869974052
gate5a_id_unsw,10,svc_rbf,label_flip_rate,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,integrity_confusion_profile_jsd,joint_outcome,200,0.05,191,0.0155174031556585,0.0045114642211199,0.0311487700301694,fire if value > threshold,joint_outcome,200,0.05,191,0.0155174031556585,0.0045114642211199,0.0311487700301694,fire if value > threshold,0.0
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,integrity_confusion_profile_jsd_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1,joint_outcome,200,0.05,191,0.265624999999987,0.140625,0.328125,fire if value > threshold,joint_outcome,200,0.05,191,0.265624999999987,0.140625,0.328125,fire if value > threshold,0.0
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,integrity_confusion_profile_l1_delta,item_aligned_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,aggregate_exact,200,0.0,0,0.0,0.0,0.0,exact item-aligned invariance: fire if |value| > 0; undefined on unaligned null draws,0.0
gate5a_id_unsw,12,qsvc_pauli_xyz_r1,integrity_jsd_vs_clean_eval,feature,200,0.05,191,0.0555418325974526,0.0464716911260238,0.0595455340787897,fire if value > threshold,feature,200,0.05,191,0.0544072732363875,0.045382191902862495,0.0560663390548888,fire if value > threshold,-0.0011345593610651017
